N,ID_PR,ASL,RAGIONE SOCIALE,PARTITA IVA,NOME PRESIDIO,DECRETI,TIPO DI PROVVEDIMENTO,INDIRIZZO,COMUNE,CAP,Latitude,Longitude
81,934,103 RM/C,S.O.FI.S. SNC DEL DOTT. S. RONCONI E C.,01193581004,S.O.FI.S. SNC DEL DOTT. S. RONCONI E C.,U00355/12,DECRETO DI ACCREDITAMENTO,Via Duccio di Buoninsegna 82 ,ROMA,00142,41.8298244,12.4911739
827,369,103 RM/C,SACLI SOCIETA' CLINICHE SOCIETA' PER AZIONI,01095811004,CASA DI CURA FABIA MATER,"U0102/11
U00032/14",DECRETO DI ACCREDITAMENTO,"VIA OLEVANO ROMANO, 25",ROMA,00171,41.8932371,12.5553487
188,992,103 RM/C,SALUS 2000 SRL,05580311008,STRUTTURA AMBULATORIALE SALUS 2000 SRL,U00163/12,DECRETO DI ACCREDITAMENTO,"Via Prenestina, 321",ROMA,00177,41.893902,12.5504641
306,1746,103 RM/C,STUDIO DI SEMEIOLOGIA FUNZIONALE SAS,01218491007,STRUTTURA AMBULATORIALE STUDIO DI  SEMEIOLOGIA FUNZIONALE SAS,U00083/12,DECRETO DI ACCREDITAMENTO,Viale Caduti per la Resistenza 79,ROMA,00128,41.7897726,12.4462354
809,157,103 RM/C,STUDIO DIAGNOSTICO AMELIA SRL,01066941004,STUDIO DIAGNOSTICO AMELIA SRL,"U00464/12
U00216/13",DECRETO DI ACCREDITAMENTO,VIA APPIA NUOVA 637 637/A,ROMA,00179,41.8670788,12.5307494
756,1169,103 RM/C,STUDIO FISIOTERAPICO MORGAGNI S.R.L.,05896291001,STUDIO FISIOTERAPICO MORGAGNI S.R.L.,"U00395/12
U00194/13",DECRETO DI ACCREDITAMENTO,via Sermoneta 20/28,ROMA,00179,41.86794829999999,12.5310992
775,1498,103 RM/C,STUDIO MEDICO DIAGNOSTICO ANGLONA SRL,01118281003,STUDIO MEDICO DIAGNOSTICO ANGLONA FKT,U00094/14,DECRETO DI ACCREDITAMENTO,VIA ACQUA BULLICANTE 312,ROMA,00177,41.8916045,12.5420072
482,380,103 RM/C,STUDIO MEDICO SPECIALISTICO COLOMBO SRL,00981461007,PRESIDIO DI RECUPERO E RIEDUCAZIONE FUNZIONALE - LABORATORIO ANALISI - BRANCHE SPECIALISTICHE,"U00023/13
U00246/14",DECRETO DI ACCREDITAMENTO,Via Tiberio Imperatore 19,ROMA,00145,41.8529845,12.4860973
458,1086,103 RM/C,STUDIO RADIOLOGICO SPINACETO S.R.L,01601841008,STRUTTURA AMBULATORIALE  STUDIO RADIOLOGICO SPINACETO SRL,U00242/12,DECRETO DI ACCREDITAMENTO,VIALE EROI DI CEFALONIA 203,ROMA,00128,41.78357,12.43623
197,1095,103 RM/C,STUDIO SERENISSIMA DI FKT E DIAGNOSTICA SPECIALISTICA SRL,01032441006,DIAGNOSTICA PER IMMAGINI - RECUPERO E RIABILITAZIONE - AMBULATORIO POLISPECIALISTICO,U00285/12,DECRETO DI ACCREDITAMENTO,VIA PISINO 119,ROMA,00177,41.8984921,12.5596832
333,97,103 RM/C,UNIVERSITÀ CAMPUS BIO-MEDICO,9.7087620585E10,POLICLINICO CAMPUS BIOMEDICO,"U00133/13
U00272/13
U00101/14",DECRETO DI ACCREDITAMENTO,Via Alvaro del Portillo 200,ROMA,00128,41.7699889,12.4668242
480,360,103 RM/C,VE.DI RADIOLOGICA SRL,01321721001,POLIAMBULATORIO VE. DI RADIOLOGICA,U00353/12,DECRETO DI ACCREDITAMENTO,"Via Pietro sensini, 38-46",ROMA,00176,41.8835564,12.5359456
679,1762,103 RM/C,VILLA ARDEATINA SRL,01084891009,"SERVIZIO DI ASSISTENZA RESIDENZIALE, SEMIRESIDENZIALE E NON RESIDENZIALE",U00231/13,DECRETO DI ACCREDITAMENTO,VIA ARDEATINA 304,ROMA,00179,41.84337000000001,12.51548
421,1422,104 RM/D,ACEDIT 2003 S.R.L.,07280451001,ACEDIT 2003 SRL,U00148/11,DECRETO DI ACCREDITAMENTO,via massa marittima 10-20,ROMA,00148,41.8423826,12.4374366
96,537,104 RM/D,AL PARCO SOCIETA' COOPERATIVA SOCIALE ONLUS,01231791003,CENTRO DI RIABILITAZIONE AL PARCO GESTITO DALLA AL PARCO SOCIETA' COOPERATIVA SOCIALE ONLUS,U00420/13,DECRETO DI ACCREDITAMENTO,VIA BERNARDINO RAMAZZINI 31,ROMA,00151,41.86399249999999,12.4500837
846,759,104 RM/D,ANALISI CLINICHE E RADIOLOGIA DOTT.RI PIZZO E SALVATORI SRL,00988181004,STRUTTURA AMBULATORIALE ANALISI CLINICHE E RADIOLOGIA DOTT.RI PIZZO E SALVATORI SRL,U00360/12,DECRETO DI ACCREDITAMENTO,Via Laura Mantegazza 25,ROMA,00152,41.8713937,12.4553704
129,1156,104 RM/D,ANALISI CLINICHE NIEVO SRL,1.1036511001E10,STRUTTURA AMBULATORIALE LABORATORIO ANALISI NIEVO,"U00046/12
U00451/13",DECRETO DI ACCREDITAMENTO,Via Ippolito Nievo 62,ROMA,00153,41.8777202,12.4674633
731,557,104 RM/D,ANALISI CLINICHE PORTUENSE SRL,01319531008,ANALISI CLINICHE PORTUENSE SRL,U00106/12,DECRETO DI ACCREDITAMENTO,"VIA PORTUENSE, 561",ROMA,00149,41.855751,12.4455841
263,1292,104 RM/D,ANALISI CLINICHE 'PROSPERO COLONNA' S.R.L.,01313571000,ANALISI CLINICHE PROSPERO COLONNA S.R.L.,U00045/12,DECRETO DI ACCREDITAMENTO,"CORSO DUCA DI GENOVA,26",ROMA,00121,41.733188,12.2741818
347,919,104 RM/D,ANALISYS 1980 SRL,01320031006,POLIAMBULATORIO E DIAGNOSTICA STRUMENTALE,"U00054/12
U00042/13",DECRETO DI ACCREDITAMENTO,Via A. Lo Surdo 42,ROMA,00146,41.8630372,12.4702431
65,1094,104 RM/D,ANFFAS OSTIA ONLUS,07169971004,ANFFAS OSTIA ONLUS SEMIRESIDENZIALE - DOMICILIARE - AMBULATORIALE NON RESIDENZIALE - CENTRO GR,"U00440/13
U00467/13",DECRETO DI ACCREDITAMENTO,"VIA DEL SOMMERGIBILE, SNC",ROMA,00121,41.9027835,12.4963655
346,303,104 RM/D,ANFFAS ROMA ONLUS,07009661005,ANFFAS ROMA ONLUS/AMBULATORIO-DOMICILIARE - SEMIRESIDENZIALE VIA AURELIA ANTICA,U00255/13,DECRETO DI ACCREDITAMENTO,Via Aurelia Antica 269,ROMA,00165,41.88939,12.43873
833,477,104 RM/D,ANFFAS ROMA ONLUS,07009661005,ANFFAS ROMA ONLUS/SEMIRESIDENZIALE VIA VITELLIA,"U00257/13
U00489/13",DECRETO DI ACCREDITAMENTO,Via Vitellia n. 74,ROMA,00152,41.8804827,12.4502631
978,635,104 RM/D,ASKLEPION S.R.L.,01502121005,ASKLEPION SRL,U00141/12,DECRETO DI ACCREDITAMENTO,VIA DI VILLA BONELLI 36,ROMA,00146,41.8508578,12.4576774
713,289,104 RM/D,ASSOCIAZIONE SCUOLA VIVA ONLUS,02135331003,CENTRO DI RIABILITAZIONE ASSOCIAZIONE SCUOLA VIVA ONLUS,"U00422/13
U00459/13
U00026/14",DECRETO DI ACCREDITAMENTO,via Crespina 30 e 35,ROMA,00146,41.8484744,12.4667073
343,218,104 RM/D,AXA MEDICA S.R.L.,07391091001,AXA MEDICA SRL,"U00122/12
U00212/12",DECRETO DI ACCREDITAMENTO,"Via Pindaro, 28/N",ROMA,00125,41.757301,12.3664209
468,230,104 RM/D,AXALAB S.R.L.,01183711009,AXALAB S.R.L. ,"U00085/12
U00060/14",DECRETO DI ACCREDITAMENTO,Via Eschilo n.° 191 - 193 ,ROMA,00125,,
927,1231,104 RM/D,BPL SANITARIA E AMBIENTE S.R.L. (GIÀ RAPONI GIPAC  S.R.L.),08353601001,BPL SANITARIA E AMBIENTE SRL,U00390/13,DECRETO DI ACCREDITAMENTO,via Oderisi da Gubbio 10,ROMA,00146,41.8688859,12.466873
341,183,104 RM/D,C.R.S.ANALISI S.R.L.,03551951001,C.R.S.ANALISI SRL,U00183/12,DECRETO DI ACCREDITAMENTO,VIA CAPO SOPRANO 9,ROMA,00122,41.73395,12.28636
31,1657,104 RM/D,CARDIOLAB MONTEVERDE VECCHIO S.R.L.,01317491007,STRUTTURA AMBULATORIALE CARDIOLAB MONTEVERDE VECCHIO SRL,U00150/12,DECRETO DI ACCREDITAMENTO,Via Anton Giulio Barrili 68,ROMA,00152,41.88082199999999,12.4608106
711,251,104 RM/D,CASA DI CURA CITTÀ DI ROMA S.P.A.,00994041002,CASA DI CURA CITTÀ DI ROMA,U00338/13,DECRETO DI ACCREDITAMENTO,Via Francesco Maidalchini 20,ROMA,00152,41.8748413,12.4566796
132,1256,104 RM/D,CENTRO DI RIABILITAZIONE IST. FIGLIE S.M. DELLA DIV. PROVV. 'CASA SANTA ROSA',01062811003,CASA SANTA MARIA DELLA PROVVIDENZA,"U00526/13
U00235/14",DECRETO DI ACCREDITAMENTO,"Via della Nocetta, 23",ROMA,00164,41.8801758,12.4389378
499,563,104 RM/D,CENTRO DIAGNOSTICA LIDO SRL,01326291000,CENTRO DIAGNOSTICA LIDO S.R.L.,"U00255/12
U00177/14",DECRETO DI ACCREDITAMENTO,VIA CAPO SOPRANO-21,ROMA,00122,41.7343887,12.286657
140,1302,104 RM/D,CENTRO FISIOTERAPICO LIDO DI OSTIA SRL,01013071004,STRUTTURA AMBULATORIA CENTRO FISIOTERAPICO LIDO DI OSTIA SRL,U00079/12,DECRETO DI ACCREDITAMENTO,"Corso Duca di Genova, 26",ROMA,00121,41.733188,12.2741818
460,93,104 RM/D,CENTRO GERIATRICO ROMANO SPA CON SOCIO UNICO,00933031007,CASA DI CURA MERRY HOUSE (R),"U00045/13
U00087/14",DECRETO DI ACCREDITAMENTO,via G. Beduschi 28,ROMA,00126,41.7905922,12.3542772
356,365,104 RM/D,CENTRO MEDICO FISIOKINESITERAPICO SRL,01001161007,STRUTTURA AMBULATORIALE CENTRO MEDICO FISIOKINESITERAPICO S.R.L.,"U00225/12
U00243/12",DECRETO DI ACCREDITAMENTO,VIA GABRIELE ROSSETTI 50,ROMA,00152,41.8826281,12.4614399
818,939,104 RM/D,CLINITALIA SRL,01057581009,CENTRO DI RADIOLOGIA,U00055/12,DECRETO DI ACCREDITAMENTO,Via Antonino Lo Surdo 42,ROMA,00146,41.8630372,12.4702431
444,47,104 RM/D,COES ONLUS,04462491004,COES ONLUS,U00423/13,DECRETO DI ACCREDITAMENTO,VIA DELLA NOCETTA 162,ROMA,00164,41.88379,12.43128
70,1083,104 RM/D,COOPERATIVA SOCIALE SAN FRANCESCO ONLUS,07532930588,CENTRO DI RIABILITAZIONE PSICOMOTORIA PADRE PIO,U00419/13,DECRETO DI ACCREDITAMENTO,Via del Casaletto 400,ROMA,00151,41.8623548,12.4379326
230,600,104 RM/D,DIAGNOSTIKA SRL,05164751009,STRUTTURA AMBULATORIALE DIAGNOSTIKA SRL,U00065/12,DECRETO DI ACCREDITAMENTO,Via madre Colomba Gabriel 11,ROMA,00126,41.7806105,12.3465893
686,1195,104 RM/D,DR. ANDREA GIUDICE - ACCREDITATO AD PERSONAM,02042270583,DR. ANDREA GIUDICE CARDIOLOGO,U00155/11,DECRETO DI ACCREDITAMENTO,via oderisi da gubbio 167,ROMA,00146,41.8644907,12.4650024
832,66MP,104 RM/D,E.C.A.S.S. SOC. COOP. SOCIALE ONLUS,01247771007,E.C.A.S.S. VIA RADICONDOLI N 23 (SEMIRESIDENZIALI),U00111/14,DECRETO DI ACCREDITAMENTO,VIA RADICONDOLI N 23,ROMA,00146,41.8489661,12.4585628
1022,472,104 RM/D,E.C.A.S.S. SOC. COOP. SOCIALE ONLUS,01247771007,E.C.A.S.S. VIA BAGNO A RIPOLI 33 (SEMIRESIDENZIALI),U00114/14,DECRETO DI ACCREDITAMENTO,VIA BAGNO A RIPOLI 33,ROMA,00146,41.8494122,12.4600117
1023,66MP,104 RM/D,E.C.A.S.S. SOC. COOP. SOCIALE ONLUS,01247771007,E.C.A.S.S. VIA MURLO 13  (RESIDENZIALI),U00116/14,DECRETO DI ACCREDITAMENTO,VIA MURLO 13,ROMA,00146,41.848691,12.4592963
1024,66MP,104 RM/D,E.C.A.S.S. SOC. COOP. SOCIALE ONLUS,01247771007,E.C.A.S.S. VIA DELLA MAGLIANA 279 (SEMIRESIDENZIALI),U00118/14,DECRETO DI ACCREDITAMENTO,VIA DELLA MAGLIANA 279,ROMA,00146,41.8445938,12.4560874
1025,66MP,104 RM/D,E.C.A.S.S. SOC. COOP. SOCIALE ONLUS,01247771007,E.C.A.S.S. VIA DELLA MAGLIANA 256 (RESIDENZIALE),U00119/14,DECRETO DI ACCREDITAMENTO,VIA DELLA MAGLIANA 256,ROMA,00146,41.8463529,12.4569745
1026,466,104 RM/D,E.C.A.S.S. SOC. COOP. SOCIALE ONLUS,01247771007,E.C.A.S.S. VIA BAGNO A RIPOLI 36 (NON RESIDENZIALE),U00113/14,DECRETO DI ACCREDITAMENTO,VIA BAGNO A RIPOLI 36,ROMA,00146,41.8494349,12.4599562
431,1548,104 RM/D,ECORAD,01315141000,ECORAD SRL,U00326/12,DECRETO DI ACCREDITAMENTO,VIA DEI TRAGHETTI 22,ROMA,00121,41.7357231,12.2795613
984,764,104 RM/D,EUROPEAN HOSPITAL S.P.A.,01774941007,EUROPEAN HOSPITAL S.P.A.,U00044/12,DECRETO DI ACCREDITAMENTO,"Via Portuense, 700",ROMA,00148,41.85256,12.43594
861,913,104 RM/D,FI.RA.L. S.R.L.,04314131006,FI.RA.L. S.R.L.,U00035/13,DECRETO DI ACCREDITAMENTO,via Lari 18,ROMA,00146,41.849365,12.46115
881,1451,104 RM/D,FISIOMARE SRL,01195781008,FISIOMARE SRL,U00381/12,DECRETO DI ACCREDITAMENTO,Via dei navicellari 16/a,ROMA,00122,41.7290767,12.281095
302,1717,104 RM/D,FISIOROMA SAS,01296121005,FISIOROMA SAS DI RICCARDO COLOMBO,U00343/12,DECRETO DI ACCREDITAMENTO,"VIA GAETANO FUGGETTA, 47",ROMA,00149,41.85129860000001,12.452079
990,896,104 RM/D,FISIOTER SOLEMAR S.R.L.,03953991001,STRUTTURA AMBULATORIALE FISIOTER SOLEMAR S.R.L.,"U00104/12
U00065/14
U00257/14",DECRETO DI ACCREDITAMENTO,Via Raffaele De Cosa 34,ROMA,00122,41.7377765,12.2845827
222,432,104 RM/D,FONDAZIONE VILLA MARAINI ONLUS,03684011004,PADIGLIONE MARAINI - FRASCARA ,"U0047/11
U00033/13",DECRETO DI ACCREDITAMENTO,Via Bernardino Ramazzini 31,ROMA,00151,41.86399249999999,12.4500837
578,1226,104 RM/D,GABINETTO FISIOTERAPICO RI.FI. SAS,01218331005,GABINETTO FISIOTERAPICO RI.FI. S.A.S.,U00341/12,DECRETO DI ACCREDITAMENTO,via della Scafa 144 B/C/D,FIUMICINO,00054,41.7710732,12.2564887
823,346,104 RM/D,Fondazione Roma Sanità,00994081008,HOSPICE FONDAZIONE ROMA,U00529/13,DECRETO DI ACCREDITAMENTO,"Via Alessandro Poerio,100",ROMA,00152,41.87725040000001,12.4628606
46,1851,104 RM/D,GES.CA.S. VILLA ARMONIA NUOVA SRL,01062361009,CASA DI CURA VILLA ARMONIA NUOVA,U00383/14,DECRETO DI ACCREDITAMENTO,VIA DEI BEVILACQUA 43,ROMA,00165,41.8822917,12.3978164
774,1481,104 RM/D,GIUVA LEANDRO,04018210585,STUDIO ODONTOIATRICO DEL DOTT. GIUVA LEANDRO,U00107/12,DECRETO DI ACCREDITAMENTO,"Via Ferdinando Acton, 5",ROMA,00122,41.732266,12.2901129
423,1469,104 RM/D,GRIBA SRL UNIPERSONALE,01029471008,LABORATORIO ANALISI,"U00323/12
U00363/13",DECRETO DI ACCREDITAMENTO,"Via Eucario Silber, 7/C",FIUMICINO,00054,41.91622,12.20005
26,542,104 RM/D,I.C.E.C. S.R.L. CASA DI CURA VILLA MARIA IMMACOLATA,00903131001,AMBULATORI - POST ACUZIE - HOSPICE - RSA R3 E R2 ,U00033/14,DECRETO DI ACCREDITAMENTO,Via Del Casaletto 391/395,ROMA,00155,41.8649364,12.4377902
213,938,104 RM/D,IL SOGGIORNO SRL,04461081004,VILLA DELLE MAGNOLIE- IL SOGGIORNO S.R.L.,"U00372/13
U00441/13",DECRETO DI ACCREDITAMENTO,Via delle Vigne 96,ROMA,00148,41.8404167,12.4220545
218,350,104 RM/D,ISTITUTO ANALISI CLINICHE I.A.C. SRL,06456080586,ISTITUTO ANALISI CLINICHE I.A.C. SRL,U00118/12,DECRETO DI ACCREDITAMENTO,Via dei Navicellari 16/a,ROMA,00122,41.7290767,12.281095
777,1544,104 RM/D,ISTITUTO DI FISIOKINESITERAPIA S.R.L.,01860281003,ISTITUTO DI FISIOKINESITERAPIA S.R.L.,U00382/12,DECRETO DI ACCREDITAMENTO,VIA DESIDERATO PIETRI 111/115,ROMA,00122,41.7271874,12.2920077
202,25,104 RM/D,ISTITUTO FISIOTERAPICO MARCUCCI ORNELLA SRL,01303511008,PRESIDIO 1,U00103/12,DECRETO DI ACCREDITAMENTO,VIA CLARICE MARESCOTTI 7,ROMA,00151,41.86430439999999,12.4473248
665,1528,104 RM/D,LAB.ANALISI CLINICHE ESCULAPIO SRL,04416981001,POLIAMBULATORIO SPECIALISTICO E LAB ANALISI,U00211/12,DECRETO DI ACCREDITAMENTO,Via Lari 28/30,ROMA,00146,41.8493076,12.4610994
933,1050,104 RM/D,LABANALISI MONTEVERDE SRL,04122331004,STRUTTURA AMBULATORIALE LABANALISI MONTEVERDE SRL,U00060/12,DECRETO DI ACCREDITAMENTO,Via Maurizio Quadrio 30,ROMA,00152,41.8817579,12.4616466
815,916,104 RM/D,LABORATORI MEDICINA INDUSTRIA AMBIENTE M.I.L.A. SRL,01412211003,LABORATORI MEDICINA INDUSTRIA AMBIENTE M.I.L.A. SRL,U00333/12,DECRETO DI ACCREDITAMENTO,Via della Casetta Mattei 153/d,ROMA,00148,41.8561742,12.419999
466,220,104 RM/D,LABORATORIO ANALISI CLINICHE DR.GIORDANI &C. S.A.S.,01318221007,LABORATORIO ANALISI CLINICHE DR.GIORDANI &C. S.A.S.,"U00069/12
U00050/14",DECRETO DI ACCREDITAMENTO,"via Giuseppe Bignami, 47/49",FIUMICINO,00054,41.7678453,12.2325082
631,784,104 RM/D,LABORATORIO DIAGNOSTICO BRAVETTA S.A.S.,01299951002,LABORATORIO DIAGNOSTICO BRAVETTA S.A.S.,U00068/12,DECRETO DI ACCREDITAMENTO,"Via dei Capasso, 52 - 54",ROMA,00164,41.8839142,12.4258052
349,933,104 RM/D,LABORATORIO GIANICOLENSE SRL,01321771006,LABORATORIO GIANICOLENSE SRL,U00154/11,DECRETO DI ACCREDITAMENTO,Viale dei Colli Portuensi 547,ROMA,00151,41.8589961,12.4435006
175,1827,104 RM/D,MARILAB SRL,01233441003,MARILAB - GRIBA 2 - PATOLOGIA CLINICA E RADIOIMMUNOLOGIA,"U00265/12
U00253/13
U00352/13
U00197/14",DECRETO DI ACCREDITAMENTO,"Viale Paolo Orlando, 52",ROMA,00122,41.7307295,12.2859806
428,1526,104 RM/D,MARILAB SRL,01233441003,MARILAB ACILIA,"U00287/12
U00130/13
U00188/13
U00359/13",DECRETO DI ACCREDITAMENTO,Via di Acilia 71a-Via Valle Porcina 3a,ROMA,00125,41.7818418,12.3664791
706,167,104 RM/D,MARILAB SRL,01233441003,MARILAB CENTER (VIA ZAMBRINI),U00002/12,DECRETO DI ACCREDITAMENTO,"Viale Alfredo Zambrini, 14",ROMA,00121,41.7367018,12.2685233
791,1812,104 RM/D,MARILAB SRL,01233441003,MARILAB FIUMICINO,"U00214/12
U00373/13",DECRETO DI ACCREDITAMENTO,"Via Tempio della Fortuna, 44",FIUMICINO,00054,41.76807,12.229703
648,1277,104 RM/D,ORMOLAB S.A.S DI G.ANTONACCI E C.,01033141001,ORMOLAB S.A.S. DI G.ANTONACCI E C.,U00048/12,DECRETO DI ACCREDITAMENTO,Via Gaetano Fuggetta 1,ROMA,00149,41.8523967,12.4515837
710,245,104 RM/D,OSPEDALE ISRAELITICO,02133341004,OSPEDALE ISRAELITICO+2 POLIAMBULATORI,U00212/13,DECRETO DI ACCREDITAMENTO,"VIA FULDA, 14",ROMA,00148,41.83549,12.42753
938,49,104 RM/D,PANORAMICA S.R.L.,00967051004,CASA DI CURA VILLA PIA DECRETO 41/2011,U00042/14,DECRETO DI ACCREDITAMENTO,Via Bernardino Ramazzini 93 ,ROMA,00151,41.868265,12.45186
284,1529,104 RM/D,PARCO DELLE ROSE '92 SRL,01563261005,RSA PARCO DELLE ROSE,U00401/13,DECRETO DI ACCREDITAMENTO,VIA DI VILLA TROILI N. 09,ROMA,00163,41.887633,12.4075419
146,1953,104 RM/D,RADIOLOGIA FIUMICINO S.R.L.,01907331001,RADIOLOGIA FIUMICINO S.R.L.,"U00022/13
U00456/13",DECRETO DI ACCREDITAMENTO,largo girolamo da montesarchio 17,ROMA,00125,41.7844222,12.3642122
116,820,104 RM/D,RICERCHE CLINICHE CLODIO FISIOCHINESITERAPIA S.N.C.,05249251009,RICERCHE CLINICHE CLODIO FISIOCHINESITERAPIA S.N.C.,"U00404/12
U00091/14",DECRETO DI ACCREDITAMENTO,Via Francesco Maurolico n. 5,ROMA,00146,41.8641244,12.4712027
381,783,104 RM/D,RICERCHE CLINICHE CLODIO S.N.C.,05243191003,RICERCHE CLINICHE CLODIO SNC PATOLOGIA CLINICA,U00302/12,DECRETO DI ACCREDITAMENTO,VIA S. BOCCAPADULI 25,ROMA,00151,41.8722865,12.4457723
438,1703,104 RM/D,S. GIUSEPPE S.P.A. CASA DI CURA VILLA GIUSEPPINA,00302000179,CASA DI CURA VILLA GIUSEPPINA,U00395/14,DECRETO DI ACCREDITAMENTO,"Viale Prospero Colonna, 46",ROMA,00149,41.8560367,12.4523542
616,490,104 RM/D,S.D.I. STUDIO DIAGNOSTICO IMPRUNETA S.R.L.,01312401001,S.D.I. STUDIO DIAGNOSTICO IMPRUNETA S.R.L.,U00151/12,DECRETO DI ACCREDITAMENTO,VIA DELL'IMPRUNETA 9 B-C,ROMA,00146,41.84705,12.458374
141,2542,104 RM/D,SAN RAFFAELE ROMA SRL,08253151008,IRCCS SAN RAFFAELE PISANA ,U00525/13,DECRETO DI ACCREDITAMENTO,Via della Pisana n. 235,ROMA,00163,41.8779966,12.4160002
1011,2543,104 RM/D,SAN RAFFAELE ROMA SRL,08253151008,SAN RAFFAELE PISANA (CENTRO DI RIABILITAZIONE),U00524/13,DECRETO DI ACCREDITAMENTO,Via della Pisana n. 235,ROMA,00163,41.8779966,12.4160002
105,723,104 RM/D,SANTA BONORA S.R.L.,01312761008,SANTA BONORA S.R.L.,U00084/12,DECRETO DI ACCREDITAMENTO,Viale Guglielmo Marconi n.° 139,ROMA,00146,41.8581057,12.469587
100,610,104 RM/D,SOCIETÀ IMMOBILIARE CLINICHE A R.L.,01085941001,RSA CORVIALE,U00203/14,DECRETO DI ACCREDITAMENTO,"Via dei Candiano, 70",ROMA,00148,41.85664,12.42471
719,983,104 RM/D,STUDIO DI RADIOLOGIA E ROENTGENTERAPIA LIDO DI OSTIA SRL,01125791002,STRUTTURA AMBULATORIALE STUDIO DI RADIOLOGIA E ROENTGENTERAPIA LIDO DI OSTIA,U00309/12,DECRETO DI ACCREDITAMENTO,Corso Duca di Genova 26,ROMA,00121,41.733188,12.2741818
280,1480,104 RM/D,STUDIO ODONTOIATRICO DEL LIDO S.R.L.,01540471008,STUDIO ODONTOIATRICO DEL LIDO S.R.L.,U00096/12,DECRETO DI ACCREDITAMENTO,"CORSO DUCA DI GENOVA, 26",ROMA,00121,41.733188,12.2741818
530,21,104 RM/D,STUDIO RADIOLOGICO DR. DI STEFANO ANTONINO DI DI GIUSEPPE ROSANNA & C. SNC,01372351005,STRUTTURA AMBULATORIALE STUDIO RADIOLOGICO DR. DI STEFANO ANTONINO DI DI GIUSEPPE ROSANNA & C. SNC,U00330/12,DECRETO DI ACCREDITAMENTO,VIA PORTO ROMANO 59 A B C D,FIUMICINO,00054,41.7625185,12.231016
192,1058,104 RM/D,'STUDIO RADIOLOGICO FISIOTERAPICO CASALPALOCCO DI RICCARDO RONCONI' S.A.S,01307621001,STRUTTURA AMBULATORIALE STUDIO RADIOLOGICO FISIOTERAPICO CASALPALOCCO DI R. RONCONI S.A.S,"U00273/12
U00494/12",DECRETO DI ACCREDITAMENTO,PIAZZA FILIPPO IL MACEDONE,ROMA,00124,41.9027835,12.4963655
193,1058,104 RM/D,'STUDIO RADIOLOGICO FISIOTERAPICO CASALPALOCCO DI RICCARDO RONCONI' S.A.S,01307621001,STRUTTURA AMBULATORIALE STUDIO RADIOLOGICO FISIOTERAPICO CASALPALOCCO DI R. RONCONI S.A.S,"U00273/12
U00462/12",DECRETO DI ACCREDITAMENTO,"Via G. Pian del Carmine, 19 roma",ROMA,00124,41.7833256,12.3645181
645,1255,104 RM/D,TIAP S.R.L.,01230661009,TIAP S.R.L.,"U00133/12
U00047/14",DECRETO DI ACCREDITAMENTO,Via Oderisi da Gubbio n. 224,ROMA,00146,41.863914,12.464537
185,1214,104 RM/D,TRE G 87 SRL,01981251000,R.S.A. VILLA GIULIA,U00264/13,DECRETO DI ACCREDITAMENTO,Via delle Vigne 92,ROMA,00148,41.8400012,12.4222111
752,1134,104 RM/D,VILLA DEL LIDO SRL,00989111000,STRUTTURA AMBULATORIALE VILLA DEL LIDO SRL,U00322/12,DECRETO DI ACCREDITAMENTO,VIALE DEL LIDO 3,ROMA,00122,41.7294655,12.2873216
699,2466,104 RM/D,VILLA SANDRA SPA,00893071001,CASA DI CURA PRIVATA VILLA SANDRA S.P.A. - RIABILITAZIONE RESIDENZIALE -DIALISI - POLIAMBULATORIO,U00132/14,DECRETO DI ACCREDITAMENTO,VIA PORTUENSE 798,ROMA,00148,41.8499443,12.4215429
1030,5778,104 RM/D,ITALCLINICHE S.R.L.,04935041006,RSA VILLA CARLA *2,"U00137/13
U00141/14",DECRETO DI ACCREDITAMENTO,"via Ippolito Salviani, 12",FIUMICINO,00054,41.7788992,12.225935
1031,4851,104 RM/D,CASA DI RIPOSO EBRAICA DI ROMA,02133351003,RSA EBRAICA *2,U00084/14,DECRETO DI ACCREDITAMENTO,"Via Portuense, 214-216",ROMA,00149,41.8669303,12.4639308
856,852,105 RM/E,3C+A CENTRO DI FISIOTERAPIA SRL,01017801000,3C+A CENTRO DI FISIOTERAPIA SRL,U00417/12,DECRETO DI ACCREDITAMENTO,VIA MONTI DI PRIMAVALLE 133/145,ROMA,00168,41.9097227,12.4130772
602,228,105 RM/E,A.I.R.R.I. - ASSOCIAZIONE ITALIANA RIABILITAZIONE REINSERIMENTO INVALIDI,01200791000,AIRRI CLODIO,U00084/13,DECRETO DI ACCREDITAMENTO,via Enrico Accinni 20,ROMA,00195,41.91642,12.45319
591,1101,105 RM/E,AELLE IL PUNTO SOCIETA' COOPERATIVA SOCIALE ONLUS,01252201007,SRSR VIA DI VALLE DELLA STORTA,U00340/14,DECRETO DI REVOCA,"Via di Valle della Storta, 6",ROMA,00123,42.0101369,12.3788767
746,63,105 RM/E,AELLE IL PUNTO SOCIETA' COOPERATIVA SOCIALE ONLUS,01252201007,SRSR VIA ENRICO BONDI,U00341/14,DECRETO DI REVOCA,"Via Enrico Bondi, 42",ROMA,00166,41.9039249,12.389369
557,1666,105 RM/E,ANALISI CLINICHE AIMA SRL,01037101001,ANALISI CLINICHE AIMA SRL - POLIAMBULATORIO,U00245/12,DECRETO DI ACCREDITAMENTO,Via Bernardino Telesio 23,ROMA,00195,41.9111771,12.4511317
